pid,starttime,endtime,duration,recordeddate,commitment,firstclick,lastclick,pagesubmit,clickcount,browser,browser_version,os,resolution,phoneos,phoneos_othertext,devicelock,unlock_parents,unlock_spouse,unlock_siblings,unlock_friends,unlock_children,unlock_otherfamily,unlock_colleagues,unlock_strangers,unlock_noone,unlock_others,unlock_otherstext,numbernotifications,checkfrequency,checkfrequencytext,screenwakeup,dnd,silent,turnoff,airplane,notificationapps,modeusereasons,view_home,view_meetings,view_classes,view_seminars,view_cafes,view_gatherings,view_stores,view_transport,view_others,view_otherstext,share_spouse,share_siblings,share_parents,share_children,share_friends,share_colleagues,share_strangers,share_reason,share_notallow,share_nothing,share_closeapps,share_clear,share_guestmode,share_applock,share_accessibility,share_watchuse,share_checkapps,share_other,share_othertext,clear_spouse,clear_siblings,clear_parents,clear_children,clear_friends,clear_colleagues,clear_strangers,lastnotificationapp,lnandroid_lockscreen,lnandroid_drawer,lnandroid_floating,lnandroid_appbadge,lnandroid_dontknow,lnandroid_other,lnandroid_othertext,lnios_lockscreen,lnios_notificationcenter,lnios_permbanner,lnios_tempbanner,lnios_appbadge,lnios_dontknow,lnios_other,lnios_othertext,ln_addresstime,ln_addresstimetext,lnaction_readpreview,lnaction_readcontent,lnaction_clearlockscreen,lnaction_clearcenter,lnaction_address,lnaction_nothing,lnaction_preventfurther,lnaction_other,lnaction_preventfurthertext,lnaction_othertext,ln_selfconcern,ln_selfconcerntext,ln_othersinfo,ln_othersinfotext,ln_othersconcern,negativeexperiences,negativeexperiencestext,nereason_shared,nereason_unlocked,nereason_notsilenced,nereason_screencast,nereason_sensitive,nereason_other,nereason_sensitivetext,nereason_othertext,appconcernfamily_im,appconcernfamily_social,appconcernfamily_calendar,appconcernfamily_email,appconcernfamily_banking,appconcernfamily_health,appconcernfamily_dating,appconcernfamily_reason,appconcerncolleague_im,appconcerncolleague_social,appconcerncolleague_calendar,appconcerncolleague_email,appconcerncolleague_banking,appconcerncolleague_health,appconcerncolleague_dating,appconcerncolleague_reason,applock_im,applock_social,applock_calendar,applock_email,applock_banking,applock_health,applock_dating,applock_work,applock_travel,applock_none,android_lockscreen,ios_preview,preview_im,preview_social,preview_calendar,preview_email,preview_banking,preview_work,preview_travel,preview_health,preview_dating,muipc_location,muipc_collectinfo,muipc_monitor,muipc_othersknow,muipc_privateinfo,muipc_privacyinvasion,gdd_1,gdd_2,gdd_3,gdd_4,gdd_5,birthyear,gender,gendertext,ethnicity_nativeamerican,ethnicity_asian,ethnicity_black,ethnicity_pi,ethnicity_white,ethnicity_hispanic,ethnicity_other,ethnicity_nosay,ethnicity_othertext,education,educationtext,employment_full,employment_part,employment_looking,employment_notlooking,employment_homemaker,employment_student,employment_retired,employment_disabled,employment_other,employment_nosay,employment_othertext,profession,fieldofstudy,income,yearsinusa,householdsize,marital,maritaltext,comments,attentioncheck1,attentioncheck1text,attentioncheck2
134,23/11/20 12:40,23/11/20 12:58,1069,23/11/20 12:58,I will provide my best answers.,9.362,9.362,23.281,1,Chrome,87.0.4280.66,Windows NT 6.3,1366x768,Android,NA,Yes,NA,Spouse,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 to 9,Once in about 5 minutes,NA,Sometimes,1,2,0,1,5,NA,Once a day,Few times a week,Never,Once a day,Few times a month,Few times a week,Once a day,Few times a week,Few times a week,NA,Few times a day,Multiple times a week,Multiple times a week,Once a day,Multiple times a week,Less than once a week,Never,NA,NA,NA,NA,NA,NA,NA,Change accessibility settings,NA,Check all the applications used by the person,NA,NA,NA,NA,NA,NA,NA,NA,NA,Facebook,NA,Notification drawer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within 5 minutes,NA,Read the notification preview (title),Read the notification content,Cleared it from the phone lock screen,NA,NA,NA,NA,NA,NA,NA,Somewhat concerned,NA,Yes,NA,Somewhat concerned,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither concerned nor unconcerned,Neither concerned nor unconcerned,Somwhat concerned,Extremely concerned,Somwhat concerned,Extremely concerned,Somwhat unconcerned,It really reflects our carrier.,Neither concerned nor unconcerned,Somwhat unconcerned,Neither concerned nor unconcerned,Somwhat unconcerned,Neither concerned nor unconcerned,Somwhat unconcerned,Neither concerned nor unconcerned,NA,NA,Social media,NA,E-mail,Banking and payments,NA,NA,NA,NA,NA,Show All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat disagree,Somewhat agree,Rather disagree,"Neither disagree, neither agree",Rather agree,Rather agree,Rather disagree,1974,Male,NA,NA,NA,Black or African American,NA,NA,NA,NA,NA,NA,Master's degree,NA,Employed full-time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marketing,NA,"$50,000 to $59,999",More than 10 or All my life,4,Married,NA,very useful study and excellent,Translate,NA,Somewhat agree
135,23/11/20 12:50,23/11/20 12:58,491,23/11/20 12:58,I will provide my best answers.,8.316,8.316,10.184,1,Chrome,86.0.4240.198,Windows NT 10.0,1536x864,Android,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,No one,NA,NA,1 to 9,Once in about 1 hour,NA,About half the time,0,0,0,0,0,I am very rarely in a situation that I cannot be disturbed,Never,Never,Never,Never,Never,Never,Never,Never,Never,na,Never,Never,Never,Never,Never,Never,Never,My phone is private and others have their own phones,I don't allow anyone else to use my smartphone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,instagram,NA,NA,NA,App Badge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within an hour,NA,Read the notification preview (title),NA,NA,NA,NA,NA,NA,NA,NA,NA,Completely unconcerned,nothing personal or private in my instagram feed,No,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,N/A,I do not have a dating app and the others don't have anything I would object to others seeing,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,N/A,I do not have a dating app and the others don't have anything I would object to others seeing,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,Show All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Disagree,Disagree,Disagree,Disagree,Disagree,1961,Female,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,"College graduate (B.S., B.A., or other 4 year degree)",NA,Employed full-time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,purchasing director,NA,"More than $100,000",More than 10 or All my life,1,Separated,NA,no,Translate,NA,Somewhat agree
136,23/11/20 12:49,23/11/20 13:04,919,23/11/20 13:04,I will provide my best answers.,11.038,11.038,12.459,1,Firefox,80,Windows NT 10.0,1360x768,Android,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 to 9,Whenever a notification is delivered,NA,Always,0,0,9,0,0,"I turn off my phone when I got to sleep, and turn it back on when I wake up. On a typical day I don't really mess with any of the other settings mentioned. I will sometimes use Do Not Disturb mode when I'm doing surveys that ask for my full attention.",Few times a day,Never,Never,Never,Never,Once a day,Never,Never,Never,NA,N/A,Less than once a week,Less than once a week,N/A,Never,N/A,Never,I have let my siblings and parents use my phone if they need to. None of my friends live near me so they've never had a chance to use my phone. I would not want a stranger using my phone.,NA,NA,NA,NA,NA,NA,NA,Watch over the other person's use of the phone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BlueMail,Lock Screen,Notification drawer,Floating notification,App Badge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within a minute,NA,Read the notification preview (title),NA,Cleared it from the phone lock screen,NA,NA,NA,NA,NA,NA,NA,Somewhat unconcerned,"BlueMail shows me e-mails I get. I prefer to check e-mails on my computer. I dismiss the message, and then I'll later look in my computer to read the e-mail.",No,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither concerned nor unconcerned,N/A,Completely unconcerned,Neither concerned nor unconcerned,N/A,N/A,N/A,"Most of my messages other people would know the people, and I wouldn't say much that I wouldn't tell them anyway. My e-mails should be fine, unless I potentially get a SPAM e-mail I didn't want.",Neither concerned nor unconcerned,N/A,Completely unconcerned,Neither concerned nor unconcerned,N/A,N/A,N/A,"I really wouldn't like them reading my notifications, but I also don't think they'd see anything bad.",NA,NA,NA,NA,NA,NA,NA,NA,NA,None,Show All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Disagree,Disagree,1987,Male,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,"College graduate (B.S., B.A., or other 4 year degree)",NA,NA,NA,NA,Unemployed not looking for work,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$10,000 to $19,999",More than 10 or All my life,3,Never Married,NA,"When I first used my phone I had a password to unlock my screen. It got annoying, so I got rid of it. I don't really see anyone besides the people in my household so there is really no reason someone would try to get into my phone, so I don't worry about having a password.",Translate,NA,Somewhat agree
137,23/11/20 13:02,23/11/20 13:06,273,23/11/20 13:06,I will provide my best answers.,1.602,1.602,3.432,1,Chrome,86.0.4240.111,Windows NT 10.0,1536x864,Android,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,No one,NA,NA,1 to 9,Once in about 30 minutes,NA,Most of the time,0,5,0,0,1,NA,Once a day,Few times a month,Once a day,Few times a week,Few times a month,Once a day,Once a day,Few times a week,Never,None,N/A,Multiple times a day,Few times a week,Few times a week,Few times a week,Less than once a week,Never,NA,I don't allow anyone else to use my smartphone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Facebook,Lock Screen,NA,Floating notification,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within 30 minutes,NA,Read the notification preview (title),Read the notification content,Cleared it from the phone lock screen,Cleared it from the notification center/drawer,NA,NA,NA,NA,NA,NA,Neither concerned nor unconcerned,NA,No,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somwhat concerned,Somwhat concerned,Somwhat concerned,Neither concerned nor unconcerned,Neither concerned nor unconcerned,Somwhat unconcerned,Completely unconcerned,None,Somwhat unconcerned,Neither concerned nor unconcerned,Somwhat concerned,Neither concerned nor unconcerned,Neither concerned nor unconcerned,Somwhat concerned,Somwhat concerned,NA,Instant messaging,NA,NA,NA,NA,NA,Dating,NA,NA,NA,Hide All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Rather agree,"Neither disagree, neither agree",Rather disagree,Rather agree,Rather disagree,1995,Male,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,"College graduate (B.S., B.A., or other 4 year degree)",NA,Employed full-time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lead,NA,"$20,000 to $29,999",More than 10 or All my life,4,Never Married,NA,None,Translate,NA,Somewhat agree
138,23/11/20 12:41,23/11/20 13:14,1931,23/11/20 13:14,I will provide my best answers.,8.517,8.517,10.868,1,Chrome,87.0.4280.66,Windows NT 10.0,1920x1080,iOS (iPhone),NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,No one,NA,NA,1 to 9,Once in about 1 hour,NA,Always,0,24,0,0,24,Silent mode is the best with a 'shake' alert. In this case I'm notified 'minimally' without the dreded sound going off interrupting any important task at work or with friends and family. I'm not sure what you mean by notification management apps -- but I do with each app be sure there are certain ways that they notify me within my settings.,Never,Never,Never,Never,Never,Never,Never,Never,Few times a day,only if I show them,Never,Never,Never,Never,Never,Never,Never,"I will show a message or notification to friends and family if I want to share what I see, also, I don't share my phone with anyone. its my personal phone, unless there's an emergency and my friend or family member need to make a phone call to someone -- which is extremely rare.",I don't allow anyone else to use my smartphone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CITIZEN,NA,NA,NA,NA,NA,NA,NA,Lock Screen,Notification Center,NA,Banner (temporarily),NA,NA,NA,NA,within a minute,NA,Read the notification preview (title),NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither concerned nor unconcerned,"Because the app itself lets me know what's happening in my surrounding area location, which might or might not be relevant to a person that is with me.",Other. (Please specify:),"it states basic info of people involved in insidents around surrounding area locations, so yes in a basic way.",NA,3-5,"I kept on getting advertisement notifications -- repeatedly one after another-- from a shopping app I had, that were really not related to the app itself, and would not stop unless I would open the app right away -- so wound up deleting the app altogether.",NA,NA,NA,NA,NA,Other. (Please specify:),NA,"in order to use the app, I had to have notifications. however repeated notifications happened -- one after the other -- untill I opened the app, so had to delete the app.",Neither concerned nor unconcerned,Neither concerned nor unconcerned,Neither concerned nor unconcerned,Neither concerned nor unconcerned,Neither concerned nor unconcerned,Somwhat concerned,N/A,Most of what I use my smartphone for is networking and business via email and social media.,Somwhat concerned,Somwhat concerned,Somwhat unconcerned,Somwhat concerned,Somwhat concerned,Somwhat concerned,N/A,"My colleague would be business, so I would sort of be concerned if they saw in a way anything that might give them info on how I would be networking or conducting business.",NA,NA,NA,NA,Banking and payments,NA,NA,NA,NA,NA,NA,When unlocked,When unlocked,When unlocked,When unlocked,When unlocked,Notification disabled,When unlocked,Notification disabled,Notification disabled,N/A,Agree,Agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Disagree,Disagree,Rather disagree,Rather disagree,Rather disagree,1963,Female,NA,NA,NA,NA,NA,NA,NA,Other. (Please specify:),NA,mixed,"College graduate (B.S., B.A., or other 4 year degree)",NA,Employed full-time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sr Art Director,NA,"$80,000 to $89,999",More than 10 or All my life,5,Married,NA,none,Translate,NA,Somewhat agree
139,23/11/20 12:40,23/11/20 13:14,2055,23/11/20 13:14,I will provide my best answers.,157.244,157.244,160.099,1,Chrome,86.0.4240.42,Windows NT 6.3,1366x768,Android,NA,Yes,NA,Spouse,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 to 9,Once in about 1 hour,NA,Always,0,8,0,3,8,While sleeping I use the silent mode.,Never,Few times a month,Once a day,Few times a week,Few times a month,Few times a month,Once a day,Never,Never,nothing,Multiple times a day,Few times a week,Less than once a week,Never,Few times a week,Multiple times a week,Never,NA,NA,NA,Close running applications,Clear notifications,NA,Enable app locks,NA,NA,NA,NA,NA,Sometimes,Rarely,Always,N/A,Always,Sometimes,Always,facebook,Lock Screen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within 30 minutes,NA,Read the notification preview (title),Read the notification content,Cleared it from the phone lock screen,NA,NA,NA,NA,NA,NA,NA,Neither concerned nor unconcerned,NA,No,NA,NA,3-5,"When my phone was with my sibling my partner sent me a romantic message. My sister saw that message , which was a negative experience.",NA,I left the phone screen unlocked.,I forgot to take appropriate actions to silence the notification.,NA,NA,NA,NA,NA,Somwhat concerned,Extremely concerned,Completely unconcerned,Somwhat concerned,Completely unconcerned,Neither concerned nor unconcerned,Extremely concerned,I don't like to share my personal details to anyone.,Extremely concerned,Extremely concerned,Completely unconcerned,Extremely concerned,Extremely concerned,Somwhat concerned,Extremely concerned,I don't like to share my personal details to anyone.,Instant messaging,Social media,NA,E-mail,Banking and payments,NA,Dating,NA,NA,NA,Hide All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,"Neither disagree, neither agree",Rather agree,"Neither disagree, neither agree","Neither disagree, neither agree",Rather agree,1988,Female,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,"College graduate (B.S., B.A., or other 4 year degree)",NA,Employed full-time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Developer,NA,"$20,000 to $29,999",More than 10 or All my life,3,Married,NA,nothing,Translate,NA,Somewhat agree
140,23/11/20 13:20,23/11/20 13:29,501,23/11/20 13:29,I will provide my best answers.,1.299,1.299,3.005,1,Chrome,86.0.4240.198,Windows NT 10.0,1364x768,Android,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,No one,NA,NA,1 to 9,Once in about 5 minutes,NA,About half the time,4,2,0,0,2,NA,Few times a day,Few times a day,Few times a day,Few times a day,Once a day,Few times a day,Once a day,Once a day,Never,NA,Few times a week,Less than once a week,Less than once a week,Few times a week,Multiple times a week,Few times a week,Less than once a week,NA,I don't allow anyone else to use my smartphone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aliexpress,NA,Notification drawer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within 5 minutes,NA,NA,Read the notification content,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat concerned,NA,No,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extremely concerned,Somwhat concerned,Somwhat concerned,Neither concerned nor unconcerned,Neither concerned nor unconcerned,Somwhat concerned,Extremely concerned,NA,Somwhat concerned,Extremely concerned,Somwhat concerned,Extremely concerned,Somwhat concerned,Extremely concerned,Somwhat concerned,NA,NA,Social media,NA,NA,NA,Health and fitness,NA,Apps for work,Travel and navigation,NA,Hide Sensitive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Rather disagree,Rather agree,1991,Male,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,"Professional degree after college (e.g., law or medical school)",NA,NA,Employed part-time,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manager in Finance,NA,"$70,000 to $79,999",More than 10 or All my life,2,Married,NA,NIce task and thanks for the opportunity,Translate,NA,Somewhat agree
141,23/11/20 13:25,23/11/20 13:33,443,23/11/20 13:33,I will provide my best answers.,1.769,1.769,4.444,1,Chrome,86.0.4240.198,Windows NT 6.3,1280x800,Android,NA,Yes,NA,Spouse,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 to 9,Once in about 30 minutes,NA,Sometimes,3,0,0,2,2,good,Once a day,Once a day,Few times a week,Few times a day,Few times a week,Few times a day,Once a day,Once a day,Few times a week,NA,Few times a day,Few times a day,Few times a day,Multiple times a day,Multiple times a day,N/A,N/A,good,NA,NA,Close running applications,Clear notifications,NA,Enable app locks,NA,NA,NA,NA,NA,Always,Always,Always,Sometimes,Sometimes,Sometimes,Always,whatsapp,Lock Screen,Notification drawer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within 5 minutes,NA,NA,Read the notification content,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat concerned,good,Yes,NA,Somewhat concerned,1-2,none,NA,I left the phone screen unlocked.,I forgot to take appropriate actions to silence the notification.,NA,NA,NA,NA,NA,Somwhat concerned,Extremely concerned,Somwhat concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,none,Somwhat concerned,Somwhat concerned,Somwhat concerned,Extremely concerned,Somwhat concerned,Somwhat concerned,Neither concerned nor unconcerned,good,Instant messaging,Social media,Calendar,NA,Banking and payments,Health and fitness,NA,NA,NA,NA,Hide Sensitive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Rather agree,Rather agree,Agree,Agree,Rather agree,1995,Male,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,"College graduate (B.S., B.A., or other 4 year degree)",NA,Employed full-time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,business,NA,"$60,000 to $69,999",More than 10 or All my life,3,Married,NA,none,Translate,NA,Somewhat agree
142,23/11/20 16:42,23/11/20 16:58,943,23/11/20 16:58,I will provide my best answers.,28.071,28.071,37.45,1,Chrome,85.0.4183.121,Windows NT 6.3,1366x768,Android,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10 to 19,Once in about 3 hours,NA,About half the time,6,4,1,0,11,my option,Few times a week,Few times a week,Once a day,Few times a month,Once a day,Few times a week,Few times a week,Once a day,Once a day,NA,Once a day,Few times a day,Few times a day,Few times a day,Multiple times a week,Multiple times a week,Once a day,suitable,NA,NA,NA,NA,NA,Enable app locks,Change accessibility settings,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,google,Lock Screen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within an hour,NA,NA,NA,Cleared it from the phone lock screen,NA,NA,NA,NA,NA,NA,NA,Somewhat concerned,suitable,Yes,NA,Neither concerned nor unconcerned,1-2,on notification not receive,I had given my phone to another person when the notification arrived.,NA,NA,NA,NA,NA,NA,NA,Somwhat unconcerned,Completely unconcerned,Neither concerned nor unconcerned,Neither concerned nor unconcerned,Somwhat unconcerned,Somwhat unconcerned,Completely unconcerned,apps,Neither concerned nor unconcerned,Somwhat unconcerned,Somwhat unconcerned,Somwhat unconcerned,Neither concerned nor unconcerned,Somwhat unconcerned,Completely unconcerned,banking,NA,NA,Calendar,NA,NA,NA,NA,NA,NA,NA,Hide Sensitive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Agree,Somewhat disagree,"Neither disagree, neither agree",Rather agree,"Neither disagree, neither agree","Neither disagree, neither agree",Rather agree,1987,Male,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,"Professional degree after college (e.g., law or medical school)",NA,Employed full-time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,marketing,NA,"$60,000 to $69,999",More than 10 or All my life,4,Married,NA,no,Translate,NA,Somewhat agree
143,23/11/20 19:16,23/11/20 19:27,645,23/11/20 19:27,I will provide my best answers.,213.151,213.151,214.501,1,Chrome,87.0.4280.66,Windows NT 10.0,1366x768,Android,NA,Yes,NA,Spouse,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 to 9,Once in about 1 hour,NA,About half the time,2,15,3,1,6,NA,Few times a month,Few times a week,Few times a week,Few times a month,Once a day,Few times a week,Once a day,Few times a week,Few times a week,NA,Multiple times a week,Few times a week,Few times a week,Less than once a week,Few times a week,Multiple times a week,Once a day,NA,NA,NA,Close running applications,Clear notifications,NA,NA,NA,NA,NA,NA,NA,Always,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Rarely,whatsapp,Lock Screen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within an hour,NA,NA,Read the notification content,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat concerned,NA,No,NA,NA,3-5,no,NA,I left the phone screen unlocked.,NA,NA,NA,NA,NA,NA,Neither concerned nor unconcerned,Somwhat concerned,Somwhat concerned,Neither concerned nor unconcerned,Somwhat unconcerned,Neither concerned nor unconcerned,Neither concerned nor unconcerned,NA,Neither concerned nor unconcerned,Somwhat concerned,Neither concerned nor unconcerned,Somwhat concerned,Neither concerned nor unconcerned,Somwhat concerned,Neither concerned nor unconcerned,NA,NA,Social media,NA,NA,NA,NA,NA,NA,NA,NA,Hide Sensitive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,"Neither disagree, neither agree",Rather agree,"Neither disagree, neither agree","Neither disagree, neither agree","Neither disagree, neither agree",1972,Male,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,Master's degree,NA,Employed full-time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,finance,NA,"$50,000 to $59,999",More than 10 or All my life,4,Married,NA,very interesting,Translate,NA,Somewhat agree
144,23/11/20 21:12,23/11/20 21:21,526,23/11/20 21:21,I will provide my best answers.,23.261,23.261,24.752,1,Chrome,86.0.4240.198,Windows NT 10.0,1500x1000,iOS (iPhone),NA,Yes,NA,Spouse,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 to 9,Once in about 1 hour,NA,Always,0,8,0,0,0,NA,Few times a day,Never,Never,Never,Never,Few times a month,Never,Few times a month,NA,NA,Multiple times a week,N/A,Never,N/A,Less than once a week,Less than once a week,Never,NA,NA,NA,Close running applications,NA,NA,NA,NA,Watch over the other person's use of the phone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Twitter,NA,NA,NA,NA,NA,NA,NA,Lock Screen,NA,NA,Banner (temporarily),NA,NA,NA,NA,within an hour,NA,Read the notification preview (title),Read the notification content,NA,NA,NA,NA,NA,NA,NA,NA,Completely unconcerned,NA,No,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somwhat concerned,Somwhat concerned,Somwhat unconcerned,Somwhat concerned,Extremely concerned,Somwhat concerned,Somwhat concerned,NA,Extremely concerned,Somwhat concerned,Somwhat concerned,Somwhat concerned,Extremely concerned,Somwhat concerned,Extremely concerned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,1992,Male,NA,NA,Asian,NA,NA,NA,NA,NA,NA,NA,Master's degree,NA,Employed full-time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Regulatory Project Manager,NA,"More than $100,000",More than 10 or All my life,3,Married,NA,I have nothing additional to add.,Translate,NA,Somewhat agree
